record_id,seller,raw_product_name,raw_description,canonical_name,species_group,category,treatment,expected_size_hint,best_alias,alias_variant,ambiguity_level,manual_review_recommended,normalization_note,source_type,source_url
LLX-0317,Contractor Catalog,Western-Cedar 7/16x4x8 Prime,Seller-style listing for Western-Cedar 7/16x4x8 Prime. Intended category: Outdoor/appearance lumber. Use normalized mapping with caution when ambiguity is medium.,Western Red Cedar,Cedar,Outdoor/appearance lumber,None,7/16x4x8,Western Cedar,Western-Cedar,Medium,No,Cedar labels can be broad; Western Red Cedar is commonly abbreviated WRC.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0318,Vendor Price Sheet,WesternCedar 2x6x8 S4S,Seller-style listing for WesternCedar 2x6x8 S4S. Intended category: Outdoor/appearance lumber. Use normalized mapping with caution when ambiguity is medium.,Western Red Cedar,Cedar,Outdoor/appearance lumber,None,2x6x8,Western Cedar,WesternCedar,Medium,No,Cedar labels can be broad; Western Red Cedar is commonly abbreviated WRC.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0319,Lowes,western cedar 4 x 4 x 8 Sanded,Seller-style listing for western cedar 4 x 4 x 8 Sanded. Intended category: Outdoor/appearance lumber. Use normalized mapping with caution when ambiguity is medium.,Western Red Cedar,Cedar,Outdoor/appearance lumber,None,4x4x8,Western Cedar,western cedar,Medium,No,Cedar labels can be broad; Western Red Cedar is commonly abbreviated WRC.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0320,Home Depot,Ponderosa-Pine 1x4x8 S4S,Seller-style listing for Ponderosa-Pine 1x4x8 S4S. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,1x4x8,Ponderosa Pine,Ponderosa-Pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0321,Menards,Ponderosa Pine 15/32x4x8 Sanded,Seller-style listing for Ponderosa Pine 15/32x4x8 Sanded. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,15/32x4x8,Ponderosa Pine,Ponderosa Pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0322,Local Yard,PonderosaPine 2x4x10 #2&BTR Lumber,Seller-style listing for PonderosaPine 2x4x10 #2&BTR Lumber. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x4x10,Ponderosa Pine,PonderosaPine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0323,84 Lumber,Pine 2x6x8 Sanded,Seller-style listing for Pine 2x6x8 Sanded. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x6x8,Pine,Pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0324,Builder Supply,pine 4x4x8 #2&BTR,Seller-style listing for pine 4x4x8 #2&BTR. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,4x4x8,Pine,pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0325,Contractor Catalog,PINE 3/4x4x8 Prime,Seller-style listing for PINE 3/4x4x8 Prime. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,3/4x4x8,Pine,PINE,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0326,Independent Lumberyard,COMMON PINE 15/32x4x8 #2&BTR,Seller-style listing for COMMON PINE 15/32x4x8 #2&BTR. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,15/32x4x8,Common Pine,COMMON PINE,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0327,ERP Legacy Import,common pine 2x4x10 Prime,Seller-style listing for common pine 2x4x10 Prime. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x4x10,Common Pine,common pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0328,Home Depot,Common-Pine 2x10x12 S4S,Seller-style listing for Common-Pine 2x10x12 S4S. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x10x12,Common Pine,Common-Pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0329,Vendor Price Sheet,PINE BOARD 4x4x8 Prime Lumber,Seller-style listing for PINE BOARD 4x4x8 Prime Lumber. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,4x4x8,Pine Board,PINE BOARD,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0330,Lowes,Pine Board 3/4 x 4 x 8 S4S,Seller-style listing for Pine Board 3/4 x 4 x 8 S4S. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,3/4x4x8,Pine Board,Pine Board,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0331,84 Lumber,Pine-Board 2x4x92-5/8 Sanded,Seller-style listing for Pine-Board 2x4x92-5/8 Sanded. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x4x92-5/8,Pine Board,Pine-Board,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0332,Menards,PINE COMMON BOARD 2x4x10 S4S,Seller-style listing for PINE COMMON BOARD 2x4x10 S4S. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x4x10,Pine Common Board,PINE COMMON BOARD,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0333,Local Yard,PineCommonBoard 2x10x12 Sanded,Seller-style listing for PineCommonBoard 2x10x12 Sanded. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x10x12,Pine Common Board,PineCommonBoard,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0334,Independent Lumberyard,Pine Common Board 5/4x6x12 #2&BTR,Seller-style listing for Pine Common Board 5/4x6x12 #2&BTR. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,5/4x6x12,Pine Common Board,Pine Common Board,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0335,Builder Supply,PPine 3/4x4x8 Sanded,Seller-style listing for PPine 3/4x4x8 Sanded. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,3/4x4x8,PPine,PPine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0336,Contractor Catalog,ppine 2x4x92-5/8 #2&BTR Lumber,Seller-style listing for ppine 2x4x92-5/8 #2&BTR Lumber. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x4x92-5/8,PPine,ppine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0337,Vendor Price Sheet,PPINE 2x8x10 Prime,Seller-style listing for PPINE 2x8x10 Prime. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x8x10,PPine,PPINE,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0338,ERP Legacy Import,Pond-Pine 2x10x12 #2&BTR,Seller-style listing for Pond-Pine 2x10x12 #2&BTR. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x10x12,Pond Pine,Pond-Pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0339,Home Depot,Pond Pine 5/4x6x12 Prime,Seller-style listing for Pond Pine 5/4x6x12 Prime. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,5/4x6x12,Pond Pine,Pond Pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0340,Menards,PondPine 2x4x8 S4S,Seller-style listing for PondPine 2x4x8 S4S. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x4x8,Pond Pine,PondPine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0341,Lowes,PONDEROSA 2 x 4 x 92-5/8 Prime,Seller-style listing for PONDEROSA 2 x 4 x 92-5/8 Prime. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x4x92-5/8,Ponderosa,PONDEROSA,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0342,84 Lumber,Ponderosa 2x8x10 S4S,Seller-style listing for Ponderosa 2x8x10 S4S. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x8x10,Ponderosa,Ponderosa,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0343,Builder Supply,ponderosa 1x6x8 Sanded Lumber,Seller-style listing for ponderosa 1x6x8 Sanded Lumber. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,1x6x8,Ponderosa,ponderosa,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0344,Local Yard,Select-Pine 5/4x6x12 S4S,Seller-style listing for Select-Pine 5/4x6x12 S4S. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,5/4x6x12,Select Pine,Select-Pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0345,Independent Lumberyard,select pine 2x4x8 Sanded,Seller-style listing for select pine 2x4x8 Sanded. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x4x8,Select Pine,select pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0346,ERP Legacy Import,SELECT PINE 2x6x12 #2&BTR,Seller-style listing for SELECT PINE 2x6x12 #2&BTR. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x6x12,Select Pine,SELECT PINE,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0347,Contractor Catalog,Appearance-Pine 2x8x10 Sanded,Seller-style listing for Appearance-Pine 2x8x10 Sanded. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x8x10,Appearance Pine,Appearance-Pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0348,Vendor Price Sheet,APPEARANCE PINE 1x6x8 #2&BTR,Seller-style listing for APPEARANCE PINE 1x6x8 #2&BTR. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,1x6x8,Appearance Pine,APPEARANCE PINE,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0349,Lowes,Appearance Pine 7/16x4x8 Prime,Seller-style listing for Appearance Pine 7/16x4x8 Prime. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,7/16x4x8,Appearance Pine,Appearance Pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0350,Home Depot,PineS4S 2x4x8 #2&BTR Lumber,Seller-style listing for PineS4S 2x4x8 #2&BTR Lumber. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x4x8,Pine S4S,PineS4S,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0351,Menards,PINE S4S 2x6x12 Prime,Seller-style listing for PINE S4S 2x6x12 Prime. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x6x12,Pine S4S,PINE S4S,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0352,Local Yard,Pine-S4S 1 x 4 x 8 S4S,Seller-style listing for Pine-S4S 1 x 4 x 8 S4S. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,1x4x8,Pine S4S,Pine-S4S,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0353,84 Lumber,Knotty-Pine 1x6x8 Prime,Seller-style listing for Knotty-Pine 1x6x8 Prime. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,1x6x8,Knotty Pine,Knotty-Pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0354,Builder Supply,Knotty Pine 7/16x4x8 S4S,Seller-style listing for Knotty Pine 7/16x4x8 S4S. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,7/16x4x8,Knotty Pine,Knotty Pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0355,Contractor Catalog,knotty pine 2x6x8 Sanded,Seller-style listing for knotty pine 2x6x8 Sanded. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x6x8,Knotty Pine,knotty pine,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0356,Independent Lumberyard,PineShelving 2x6x12 S4S,Seller-style listing for PineShelving 2x6x12 S4S. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x6x12,Pine Shelving,PineShelving,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0357,ERP Legacy Import,Pine-Shelving 1x4x8 Sanded Lumber,Seller-style listing for Pine-Shelving 1x4x8 Sanded Lumber. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,1x4x8,Pine Shelving,Pine-Shelving,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0358,Home Depot,Pine Shelving 15/32x4x8 #2&BTR,Seller-style listing for Pine Shelving 15/32x4x8 #2&BTR. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,15/32x4x8,Pine Shelving,Pine Shelving,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0359,Vendor Price Sheet,PINE PROJECT BOARD 7/16x4x8 Sanded,Seller-style listing for PINE PROJECT BOARD 7/16x4x8 Sanded. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,7/16x4x8,Pine Project Board,PINE PROJECT BOARD,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0360,Lowes,PineProjectBoard 2x6x8 #2&BTR,Seller-style listing for PineProjectBoard 2x6x8 #2&BTR. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,2x6x8,Pine Project Board,PineProjectBoard,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0361,84 Lumber,Pine Project Board 4x4x8 Prime,Seller-style listing for Pine Project Board 4x4x8 Prime. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,Ponderosa Pine,Pine,Appearance/common board,None,4x4x8,Pine Project Board,Pine Project Board,Medium,No,Retailers may label pine boards broadly as pine/common board; exact pine species may not be explicit.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0362,Menards,WhitePine 1x4x8 #2&BTR,Seller-style listing for WhitePine 1x4x8 #2&BTR. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,White Pine,Pine,Appearance/common board,None,1x4x8,White Pine,WhitePine,Medium,No,White pine may be sold as pine/common board/appearance board; not the same as whitewood.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0363,Local Yard,white pine 15/32 x 4 x 8 Prime,Seller-style listing for white pine 15/32 x 4 x 8 Prime. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,White Pine,Pine,Appearance/common board,None,15/32x4x8,White Pine,white pine,Medium,No,White pine may be sold as pine/common board/appearance board; not the same as whitewood.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0364,Independent Lumberyard,White-Pine 2x4x10 S4S Lumber,Seller-style listing for White-Pine 2x4x10 S4S Lumber. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,White Pine,Pine,Appearance/common board,None,2x4x10,White Pine,White-Pine,Medium,No,White pine may be sold as pine/common board/appearance board; not the same as whitewood.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0365,Builder Supply,EASTERN WHITE PINE 2x6x8 Prime,Seller-style listing for EASTERN WHITE PINE 2x6x8 Prime. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,White Pine,Pine,Appearance/common board,None,2x6x8,Eastern White Pine,EASTERN WHITE PINE,Medium,No,White pine may be sold as pine/common board/appearance board; not the same as whitewood.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0366,Contractor Catalog,Eastern-White-Pine 4x4x8 S4S,Seller-style listing for Eastern-White-Pine 4x4x8 S4S. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,White Pine,Pine,Appearance/common board,None,4x4x8,Eastern White Pine,Eastern-White-Pine,Medium,No,White pine may be sold as pine/common board/appearance board; not the same as whitewood.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0367,Vendor Price Sheet,Eastern White Pine 3/4x4x8 Sanded,Seller-style listing for Eastern White Pine 3/4x4x8 Sanded. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,White Pine,Pine,Appearance/common board,None,3/4x4x8,Eastern White Pine,Eastern White Pine,Medium,No,White pine may be sold as pine/common board/appearance board; not the same as whitewood.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
LLX-0368,ERP Legacy Import,ewp 15/32x4x8 S4S,Seller-style listing for ewp 15/32x4x8 S4S. Intended category: Appearance/common board. Use normalized mapping with caution when ambiguity is medium.,White Pine,Pine,Appearance/common board,None,15/32x4x8,EWP,ewp,Medium,No,White pine may be sold as pine/common board/appearance board; not the same as whitewood.,public terminology + synthetic seller-style alias,https://www.homedepot.com/c/ab/types-of-lumber/9ba683603be9fa5395fab90567851db; https://www.lowes.com/n/buying-guide/lumber-buying-guide
